0.62,0.60,0.57,0.53,0.47
0.61,0.60,0.58,0.55,0.48
0.61,0.60,0.59,0.55,0.50
0.62,0.61,0.59,0.56,0.51
0.62,0.61,0.60,0.57,0.53
0.62,0.61,0.60,0.58,0.56
0.62,0.61,0.61,0.59,0.57
0.62,0.62,0.61,0.60,0.59
0.62,0.61,0.61,0.61,0.60
0.62,0.62,0.62,0.62,0.61
