0.61,0.59,0.58,0.55,0.52
0.61,0.60,0.58,0.55,0.53
0.62,0.60,0.59,0.57,0.54
0.61,0.60,0.59,0.57,0.55
0.61,0.61,0.60,0.58,0.56
0.61,0.61,0.60,0.58,0.57
0.62,0.61,0.60,0.59,0.58
0.62,0.61,0.62,0.60,0.59
0.62,0.61,0.61,0.61,0.60
0.62,0.62,0.61,0.61,0.61
